report_id,ticker,company_name,title,description,report_type,broker,source_platform,published_at,published_at_raw,analyst,recommendation,recommendation_raw,target_price,target_price_currency,current_price,upside_percent,valuation_methods,source_page_url,canonical_source_url,mirror_urls,pdf_url,local_pdf_path,pdf_hash,extracted_text_path,content_hash,page_count,language,crawled_at,status,validation_notes
unknown_stb_eb57bd62867f,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB: Báo cáo cập nhật KQKD Q2/2026,,EARNINGS_UPDATE,,CafeF,2026-08-04T00:00:00+07:00,04/08/2026,[],,,,VND,,,[],https://cafef.vn/du-lieu/report/stb-bao-cao-cap-nhat-kqkd-q22026-6a79951da04eaffa85902041.chn,https://cafef.vn/du-lieu/report/stb-bao-cao-cap-nhat-kqkd-q22026-6a79951da04eaffa85902041.chn,"[""https://cafef.vn/du-lieu/report/stb-chat-luong-tai-san-va-nim-la-rui-ro-tiep-tuc-can-theo-doi-6a06e4af0c16ac472bbb2daa.chn""]",,,,,,,vi,2026-08-16T10:21:39.234387+07:00,accepted,"[""ticker_title_and_report_evidence"", ""ticker_repeated"", ""cafef_original_description_unavailable""]"
vnds_stb_d1a087cd9449,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB - Lợi nhuận tiếp tục chịu áp lực từ chi phí dự phòng,,COMPANY_REPORT,VNDS,CafeF,2026-08-04T00:00:00+07:00,04/08/2026,[],,,,VND,,,[],https://cafef.vn/du-lieu/report/stb-loi-nhuan-tiep-tuc-chiu-ap-luc-tu-chi-phi-du-phong-6a798873a04eaffa8590201b.chn,https://cafef.vn/du-lieu/report/stb-loi-nhuan-tiep-tuc-chiu-ap-luc-tu-chi-phi-du-phong-6a798873a04eaffa8590201b.chn,[],,,,,,,vi,2026-08-16T10:22:14.274390+07:00,accepted,"[""ticker_title_and_report_evidence"", ""ticker_repeated"", ""cafef_original_description_unavailable""]"
vcbs_stb_6fe7c4cf4f19,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB - Tích lũy chặt chẽ - bước vào nhịp tăng điểm,,COMPANY_REPORT,VCBS,CafeF,2026-06-13T00:00:00+07:00,13/06/2026,[],ACCUMULATE,TÍCH LŨY,,VND,,,[],https://cafef.vn/du-lieu/report/stb-tich-luy-chat-che-buoc-vao-nhip-tang-diem-6a2cd2966c2160b7b4282334.chn,https://cafef.vn/du-lieu/report/stb-tich-luy-chat-che-buoc-vao-nhip-tang-diem-6a2cd2966c2160b7b4282334.chn,[],,,,,,,vi,2026-08-16T10:22:52.660427+07:00,accepted,"[""ticker_title_and_report_evidence"", ""ticker_repeated"", ""cafef_original_description_unavailable""]"
tcbs_stb_21e7476ec732,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB: Báo cáo cập nhật KQKD Q2/2026,,EARNINGS_UPDATE,TCBS,Vietstock Finance,2026-08-10T00:00:00+07:00,10/08/2026,[],SELL,BÁN,,VND,,,"[""P_E"", ""P_B""]",https://finance.vietstock.vn/bao-cao-phan-tich/21513/stb-bao-cao-cap-nhat-kqkd-q22026.htm,https://finance.vietstock.vn/bao-cao-phan-tich/21513/stb-bao-cao-cap-nhat-kqkd-q22026.htm,[],https://finance.vietstock.vn/downloadedoc/21513,data\pdf\STB\TCBS_STB_2026-08-10_df69cf0a.pdf,df69cf0ac86f3a8ef9b5fac44c6e77477eee75b6c21bc54238c5c3370519e30f,data\extracted\STB\TCBS_STB_2026-08-10_df69cf0a.txt,16569fe062863a7312c7b9ec151ad99c49aa795cb0d9cf8d950b6764db008497,12,vi,2026-08-16T10:22:54.493816+07:00,accepted,"[""ticker_title_and_report_evidence"", ""positive_alias:Sacombank"", ""ticker_repeated""]"
vnds_stb_751394cd1176,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB: Báo cáo cập nhật KQKD Q2/2026,,EARNINGS_UPDATE,VNDS,Vietstock Finance,2026-08-03T00:00:00+07:00,03/08/2026,[],BUY,MUA,,VND,,,[],https://finance.vietstock.vn/bao-cao-phan-tich/21376/stb-bao-cao-cap-nhat-kqkd-q22026.htm,https://finance.vietstock.vn/bao-cao-phan-tich/21376/stb-bao-cao-cap-nhat-kqkd-q22026.htm,[],https://finance.vietstock.vn/downloadedoc/21376,data\pdf\STB\VNDS_STB_2026-08-03_1cb8cfb1.pdf,1cb8cfb15bf16a54159ea0349a80110ba67e977b168af7c1c3a1fa68044e4826,data\extracted\STB\VNDS_STB_2026-08-03_1cb8cfb1.txt,61aef103a8a53cc69fd322754e598411907800a2f980f868cf82ddb795e5ec07,2,vi,2026-08-16T10:22:54.666760+07:00,accepted,"[""ticker_title_and_report_evidence"", ""ticker_repeated""]"
vpx_stb_637170d674d5,"[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,STB: Báo cáo cập nhật KQKD Q2/2026,,EARNINGS_UPDATE,VPX,Vietstock Finance,2026-08-04T00:00:00+07:00,04/08/2026,"[""Nguy ễn Ng ọc Minh""]",SELL,BÁN,,VND,,,"[""P_E"", ""P_B""]",https://finance.vietstock.vn/bao-cao-phan-tich/21369/stb-bao-cao-cap-nhat-kqkd-q22026.htm,https://finance.vietstock.vn/bao-cao-phan-tich/21369/stb-bao-cao-cap-nhat-kqkd-q22026.htm,[],https://finance.vietstock.vn/downloadedoc/21369,data\pdf\STB\VPX_STB_2026-08-04_bfcd9b64.pdf,bfcd9b642fd54971ae8971b730edf95a9167265895c92cd318899858f714283b,data\extracted\STB\VPX_STB_2026-08-04_bfcd9b64.txt,466e7023f1966785ac47a208a3c1992e22cd87ec9782c872605e7839912ae482,4,vi,2026-08-16T10:22:55.387530+07:00,accepted,"[""explicit_exchange_ticker"", ""ticker_title_and_report_evidence"", ""positive_alias:Sacombank,HOSE: STB"", ""ticker_repeated""]"
"evs.,jsc_stb_e2889b318551","[""STB""]",Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,"STB: Khuyến nghị MUA với giá mục tiêu 76,500 đồng/cổ phiếu",,COMPANY_REPORT,"EVS.,JSC",Vietstock Finance,2026-07-13T00:00:00+07:00,13/07/2026,[],BUY,MUA,76500.0,VND,70100.0,13.0,"[""P_E""]",https://finance.vietstock.vn/bao-cao-phan-tich/21119/stb-khuyen-nghi-mua-voi-gia-muc-tieu-76500-dongco-phieu.htm,https://finance.vietstock.vn/bao-cao-phan-tich/21119/stb-khuyen-nghi-mua-voi-gia-muc-tieu-76500-dongco-phieu.htm,[],https://finance.vietstock.vn/downloadedoc/21119,data\pdf\STB\EVSJSC_STB_2026-07-13_f55d9916.pdf,f55d99169e60ef781a920409d86c4736e57d13f469750e043d46c95d6ea663b8,data\extracted\STB\EVSJSC_STB_2026-07-13_f55d9916.txt,80b12c0d33ccbb65d0e19ec29bcf121e97d09af204027e8f20dc65655b1355f5,2,vi,2026-08-16T10:22:55.890369+07:00,accepted,"[""ticker_title_and_report_evidence"", ""ticker_repeated""]"
